Table S2F. Relative protein abundance across organelle fractions collected by density gradient separation and quantified using TMT. Samples are mock infected cells at 24hpi.,,,,,,,,
,,,Organelle fraction,,,,,
P21964,COMT,Homo sapiens (Human),0.451764522,1,0.790613135,0.330626745,0.2'SEPT7540246661,0
P21980,TGM2,Homo sapiens (Human),0.613773364,1,0.756388528,0.424125055,0.309811371,0
P22059,OSBP,Homo sapiens (Human),0.719771089,1,0.438931582,0.231341093,0.113005366,0
P22061,PCMT1,Homo sapiens (Human),0.488832817,1,0.719562783,0.526256368,0.336400304,0
P22102,GART,Homo sapiens (Human),0.84824488,1,0.455469912,0.222159149,0.077768754,0
P22234,PAICS,Homo sapiens (Human),0.625882502,1,0.255100397,0.075974879,0.121604699,0
P22307,SCP2,Homo sapiens (Human),0.257871223,0.596610138,0.921058005,1,0.791185128,0
P22314,UBA1,Homo sapiens (Human),0.749919717,1,0.287588468,0.148049558,0.078347599,0
P22392,NME2,Homo sapiens (Human),0.685891171,1,0.41282798,0.267152275,0.081487638,0
P22413,ENPP1,Homo sapiens (Human),1,0.935336643,0.51013489,0.183373521,0.147690164,0
P22626,HNRNPA2B1,Homo sapiens (Human),0,0.199011581,0.386204289,0.433648993,1,0.117098492
P22692,IGFBP4,Homo sapiens (Human),0.2518477,1,0.982069588,0.288476284,0.351426644,0
P22830,FECH,Homo sapiens (Human),0.025002872,0.150413901,0.807946195,1,0.583144532,0
P23219,PTGS1,Homo sapiens (Human),0.273661794,1,0.904390055,0.382698069,0.312264264,0
P23229,ITGA6,Homo sapiens (Human),0.947703593,1,0.560188064,0.209490428,0.167606452,0
P23284,PPIB,Homo sapiens (Human),0.197467029,0.823920542,1,0.344663517,0.190539267,0
P23368,ME2,Homo sapiens (Human),0.006393237,0.17205805,0.743280328,1,0.67344921,0
P23381,WARS,Homo sapiens (Human),0.765173362,1,0.276470006,0.151935545,0.079761572,0
P23396,RPS3,Homo sapiens (Human),0.629156252,1,0.51283341,0.298038457,0.176617179,0
P23434,GCSH,Homo sapiens (Human),0.100468589,0.196189953,0.79590572,1,0.51139677,0
P23458,JAK1,Homo sapiens (Human),0.874413656,1,0.495088666,0.187303868,0.084035185,0
P23470,PTPRG,Homo sapiens (Human),0.935133308,1,0.554317418,0.189316059,0.08218017,0
P23526,AHCY,Homo sapiens (Human),0.723665344,1,0.267504117,0.106446109,0.061218967,0
P23528,CFL1,Homo sapiens (Human),0.716457283,1,0.324803692,0.17951054,0.061658747,0
P23588,EIF4B,Homo sapiens (Human),0.554150896,1,0.368705063,0.172632609,0.121368064,0
P23634,ATP2B4,Homo sapiens (Human),0.975366941,1,0.566447303,0.206996481,0.145211905,0
P23786,CPT2,Homo sapiens (Human),0,0.163408346,0.742477692,1,0.564487687,0.013148859
P23919,DTYMK,Homo sapiens (Human),0.16242432,0.330418251,0.798950401,1,0.580085067,0
P24310,COX7A1,Homo sapiens (Human),0,0.120998945,0.548538331,0.917232755,1,0.076169878
P24390,KDELR1,Homo sapiens (Human),0.200935416,1,0.594840945,0.216613236,0.143531829,0
P24534,EEF1B2,Homo sapiens (Human),0.786672109,1,0.593174667,0.293933422,0.217221484,0
P24539,ATP5F1,Homo sapiens (Human),0,0.193146105,0.685312535,1,0.479346993,0.018215804
P24557,TBXAS1,Homo sapiens (Human),0.490493262,1,0.881746394,0.343546285,0.350442528,0
P24593,IGFBP5,Homo sapiens (Human),0.30453415,1,0.82735032,0.340779774,0.296626783,0
P24821,TNC,Homo sapiens (Human),0.12031713,0.589881385,1,0.419255881,0.275175528,0
P24844,MYL9,Homo sapiens (Human),0.544333701,0.611035861,1,0.337256564,0.256287082,0
P25325,MPST,Homo sapiens (Human),0.242102745,0.440283,0.852571659,1,0.635885674,0
P25398,RPS12,Homo sapiens (Human),0.810370657,1,0.517133375,0.236660637,0.161052154,0
P25445,FAS,Homo sapiens (Human),1,0.973809849,0.574633613,0.194793612,0.130376741,0
P25685,DNAJB1,Homo sapiens (Human),0.58324513,1,0.825539901,0.31962954,0.212816232,0
P25686,DNAJB2,Homo sapiens (Human),0.432644419,1,0.554143508,0.300801279,0.546447119,0
P25705,ATP5A1,Homo sapiens (Human),0,0.106469993,0.744442395,1,0.449936572,0.039087153
P25786,PSMA1,Homo sapiens (Human),0.708386256,1,0.418220644,0.205421432,0.159967223,0
P25787,PSMA2,Homo sapiens (Human),0.718336958,1,0.385488018,0.156858537,0.152379356,0
P25788,PSMA3,Homo sapiens (Human),0.67272688,1,0.444783986,0.195685022,0.171585656,0
P25789,PSMA4,Homo sapiens (Human),0.744652754,1,0.369740876,0.186672448,0.095997884,0
P26006,ITGA3,Homo sapiens (Human),0.986962033,1,0.505873434,0.1841531,0.143274319,0
P26022,PTX3,Homo sapiens (Human),0.165576231,0.858882762,1,0.342158642,0.337341189,0
P26038,MSN,Homo sapiens (Human),0.962822263,1,0.319491877,0.148164742,0.088472775,0
P26373,RPL13,Homo sapiens (Human),0.539000451,0.776008192,1,0.587788807,0.344399954,0
P26440,IVD,Homo sapiens (Human),0,0.150669546,0.728221211,1,0.834953699,0.032042784
P26572,MGAT1,Homo sapiens (Human),0.079170751,0.814537068,1,0.312318483,0.183561537,0
P26639,TARS,Homo sapiens (Human),0.82631542,1,0.292409843,0.12211153,0.098105522,0
P26641,EEF1G,Homo sapiens (Human),0.749630017,1,0.515425569,0.266953224,0.179242483,0
P26885,FKBP2,Homo sapiens (Human),0.256990822,1,0.800057989,0.268086565,0.197016057,0
P27105,STOM,Homo sapiens (Human),0.622451797,1,0.570517692,0.178890398,0.159915559,0
P27348,YWHAQ,Homo sapiens (Human),0.804409377,1,0.248319417,0.113858904,0.073295066,0
P27448,MARK3,Homo sapiens (Human),0.680076591,1,0.523722687,0.22930821,0.040981413,0
P27487,DPP4,Homo sapiens (Human),0.776644128,1,0.589658225,0.212127172,0.133388411,0
P27635,RPL10,Homo sapiens (Human),0.517905907,0.737286345,1,0.510873823,0.414755192,0
P27701,CD82,Homo sapiens (Human),0.442471779,1,0.690411145,0.157531772,0.096100936,0
P27797,CALR,Homo sapiens (Human),0.193208183,0.830281938,1,0.383997421,0.196803913,0
P27816,MAP4,Homo sapiens (Human),1,0.800887321,0.481840075,0.19071917,0.110891035,0
P27824,CANX,Homo sapiens (Human),0.273690756,1,0.967311764,0.395265698,0.218460001,0
P28066,PSMA5,Homo sapiens (Human),0.801085194,1,0.402345206,0.195055043,0.108935031,0
P28070,PSMB4,Homo sapiens (Human),0.699539097,1,0.42856995,0.239800157,0.187331087,0
P28074,PSMB5,Homo sapiens (Human),0.831821932,1,0.424414287,0.228254923,0.136504979,0
P28288,ABCD3,Homo sapiens (Human),0.225294193,0.602861858,0.896663089,1,0.902927714,0
P28300,LOX,Homo sapiens (Human),0.102649061,0.77028544,1,0.351087254,0.172598943,0
P28331,NDUFS1,Homo sapiens (Human),0,0.124210306,0.63804237,1,0.799025766,0.06753211
P28482,MAPK1,Homo sapiens (Human),0.801864041,1,0.350007158,0.195442241,0.109297047,0
P28799,GRN,Homo sapiens (Human),0.312114001,1,0.631415246,0.264235609,0.192998896,0
P28838,LAP3,Homo sapiens (Human),0.248922675,0.483775472,0.851841401,1,0.590354242,0
P29279,CTGF,Homo sapiens (Human),0.28091681,1,0.641851555,0.240321054,0.146066252,0
P29317,EPHA2,Homo sapiens (Human),1,0.998736255,0.49676057,0.17231317,0.121935784,0
P29323,EPHB2,Homo sapiens (Human),1,0.914248067,0.440329236,0.168234782,0.098641109,0
P29401,TKT,Homo sapiens (Human),0.689107859,1,0.301449504,0.125492503,0.086691416,0
P29692,EEF1D,Homo sapiens (Human),0.689472619,1,0.616516256,0.258121745,0.187117335,0
P29966,MARCKS,Homo sapiens (Human),0.755500894,1,0.402693052,0.186663859,0.092147745,0
P29992,GNA11,Homo sapiens (Human),0.994737962,1,0.485859983,0.191862636,0.159614853,0
P30038,ALDH4A1,Homo sapiens (Human),0.03372076,0.180651672,0.823808068,1,0.568370237,0
P30040,ERP29,Homo sapiens (Human),0.248969229,1,0.97916737,0.345614135,0.19021786,0
P30041,PRDX6,Homo sapiens (Human),0.655507574,1,0.255426163,0.091376528,0.068833996,0
P30042,C21orf33,Homo sapiens (Human),0.036847867,0.171880172,0.85659606,1,0.526134819,0
P30043,BLVRB,Homo sapiens (Human),0.525616171,1,0.484422754,0.229954551,0.101670513,0
P30044,PRDX5,Homo sapiens (Human),0.06554263,0.230275471,0.786753808,1,0.480176128,0
P30048,PRDX3,Homo sapiens (Human),0.009413382,0.173826973,0.825819682,1,0.535766623,0
P30049,ATP5D,Homo sapiens (Human),0,0.090737243,0.666672224,1,0.553988091,0.056847065
P30050,RPL12,Homo sapiens (Human),0.321198102,0.610869387,1,0.4433574,0.25202261,0
P30084,ECHS1,Homo sapiens (Human),0.002925541,0.128295046,0.772731358,1,0.4994503,0
P30085,CMPK1,Homo sapiens (Human),0.453559101,1,0.3934349,0.301347791,0.175770776,0
P30086,PEBP1,Homo sapiens (Human),0.599273001,1,0.307625886,0.156417937,0.081396603,0
P30101,PDIA3,Homo sapiens (Human),0.229051541,0.910195358,1,0.363641496,0.195477016,0
P30153,PPP2R1A,Homo sapiens (Human),0.88787914,1,0.330914932,0.167541706,0.132693219,0
P30405,PPIF,Homo sapiens (Human),0.014746148,0.09844988,0.7426351,1,0.403650446,0
P30408,TM4SF1,Homo sapiens (Human),0.284174102,1,0.602881444,0.139291357,0.163137625,0
P30419,NMT1,Homo sapiens (Human),0.498888618,1,0.719970286,0.388099242,0.103413136,0
P30519,HMOX2,Homo sapiens (Human),0.555549382,1,0.802118634,0.329583852,0.177611474,0
P30530,AXL,Homo sapiens (Human),0.703010152,1,0.491851236,0.194294727,0.147795581,0
P30533,LRPAP1,Homo sapiens (Human),0.207218231,0.956977841,1,0.358849644,0.180090617,0
P30536,TSPO,Homo sapiens (Human),0.044304199,0.301429144,0.8899861,1,0.424302767,0
P30622,CLIP1,Homo sapiens (Human),0.881571408,1,0.523054735,0.199687882,0.062772202,0
P30626,SRI,Homo sapiens (Human),0.624506025,1,0.284244845,0.128724274,0.154610118,0
P30825,SLC7A1,Homo sapiens (Human),0.756504007,1,0.552312212,0.192591944,0.114811997,0
P31040,SDHA,Homo sapiens (Human),0,0.117164481,0.738959661,1,0.610217264,0.032152174
P31150,GDI1,Homo sapiens (Human),0.801643011,1,0.224779093,0.093841304,0.053086405,0
P31689,DNAJA1,Homo sapiens (Human),0.715011402,1,0.495077836,0.170988801,0.112076445,0
P31749,AKT1,Homo sapiens (Human),0.479513773,1,0.373616148,0.207763194,0.113560536,0
P31939,ATIC,Homo sapiens (Human),0.763722045,1,0.308769321,0.11400469,0.118161605,0
P31946,YWHAB,Homo sapiens (Human),0.82681235,1,0.260835344,0.116257781,0.08419691,0
P31947,SFN,Homo sapiens (Human),0.839660472,1,0.265946269,0.141490792,0.089126958,0
P31948,STIP1,Homo sapiens (Human),0.933840737,1,0.311711107,0.149287721,0.096514987,0
P31949,S100A11,Homo sapiens (Human),0.626078683,1,0.236679742,0.071525465,0.056996593,0
P32119,PRDX2,Homo sapiens (Human),0.716684155,1,0.268612379,0.108092598,0.082606767,0
P32189,GK,Homo sapiens (Human),0,0.226875963,0.74754522,1,0.623341312,0.020926783
P32322,PYCR1,Homo sapiens (Human),0.082087101,0.288455619,0.905010749,1,0.584703096,0
P32418,SLC8A1,Homo sapiens (Human),0.652183326,1,0.601730335,0.210190658,0.155639267,0
P32856,STX2,Homo sapiens (Human),0.879169457,1,0.572662055,0.208998649,0.097271847,0
P32969,RPL9; RPL9P7; RPL9P8; RPL9P9,Homo sapiens (Human),0.420208126,0.771110668,1,0.543534876,0.273621827,0
P33121,ACSL1,Homo sapiens (Human),0.13104484,0.453413632,0.909581107,1,0.834099786,0
P33176,KIF5B,Homo sapiens (Human),0.716370989,1,0.588696903,0.263065285,0.087921438,0
P33316,DUT,Homo sapiens (Human),0.145922874,0.314328767,0.797802871,1,0.629111561,0
P33527,ABCC1,Homo sapiens (Human),0.874046551,1,0.527057741,0.20640408,0.130966687,0
P33897,ABCD1,Homo sapiens (Human),0.187111852,0.517189158,0.866937824,1,0.977856636,0
P33908,MAN1A1,Homo sapiens (Human),0.206008897,0.986629627,1,0.306764797,0.147752378,0
P34059,GALNS,Homo sapiens (Human),0.246636729,1,0.962569081,0.306344122,0.196616492,0
P34741,SDC2,Homo sapiens (Human),0.54705724,1,0.602097811,0.208915891,0.128445656,0
P34897,SHMT2,Homo sapiens (Human),0,0.105631615,0.737074687,1,0.552679051,0.004418894
P34932,HSPA4,Homo sapiens (Human),0.829168782,1,0.349805982,0.165816827,0.105714171,0
P35052,GPC1,Homo sapiens (Human),0.282428206,1,0.921216726,0.337864964,0.249265519,0
P35080-2,PFN2,Homo sapiens (Human),0.668017002,1,0.311243085,0.160107015,0.058702559,0
P35221,CTNNA1,Homo sapiens (Human),1,0.868884738,0.430634045,0.169723322,0.09532393,0
P35222,CTNNB1,Homo sapiens (Human),1,0.889751734,0.429057296,0.189403963,0.095796762,0
P35232,PHB,Homo sapiens (Human),0,0.144460349,0.720442025,1,0.636446714,0.028260967
P35237,SERPINB6,Homo sapiens (Human),0.445518032,1,0.63917948,0.268613283,0.092675782,0
P35240,NF2,Homo sapiens (Human),1,0.950442879,0.493525919,0.193285299,0.125445555,0
P35241,RDX,Homo sapiens (Human),0.975834253,1,0.381862049,0.168293932,0.09856767,0
P35268,RPL22,Homo sapiens (Human),0.428145331,0.736688963,1,0.48542346,0.316568664,0
P35475,IDUA,Homo sapiens (Human),0.258739661,0.949799602,1,0.424027945,0.271478527,0
P35527,KRT9,Homo sapiens (Human),0,0.093222727,0.036687305,0.05589017,0.262083694,1
P35555,FBN1,Homo sapiens (Human),0.170592196,0.83186353,1,0.437757986,0.219808438,0
P35556,FBN2,Homo sapiens (Human),0.23504422,0.748801977,1,0.482699624,0.31053676,0
P35579,MYH9,Homo sapiens (Human),0.545821389,0.54990646,1,0.455306742,0.254565115,0
P35580,MYH10,Homo sapiens (Human),0.49181256,0.493721862,1,0.428555955,0.238258226,0
P35606,COPB2,Homo sapiens (Human),0.541159872,1,0.349783724,0.147987398,0.098188749,0
P35610,SOAT1,Homo sapiens (Human),0.117219732,0.973215894,1,0.545243203,0.241525867,0
P35611,ADD1,Homo sapiens (Human),0.872466056,1,0.60418422,0.242731633,0.153815667,0
P35754,GLRX,Homo sapiens (Human),0.515443008,1,0.329070341,0.104343381,0.054679213,0
P35914,HMGCL,Homo sapiens (Human),0.023371112,0.216390162,0.727126434,1,0.853082771,0
P35998,PSMC2,Homo sapiens (Human),0.820773625,1,0.437429334,0.208328899,0.183586627,0
P36021,SLC16A2,Homo sapiens (Human),0.898939936,1,0.605493706,0.327948626,0.183067882,0
P36405,ARL3,Homo sapiens (Human),0.557196631,1,0.258420279,0.115375862,0.069052937,0
P36406,TRIM23,Homo sapiens (Human),1,0.759472162,0.260007088,0.136930047,0.060618495,0
P36507,MAP2K2,Homo sapiens (Human),0.650091653,1,0.34486346,0.157796317,0.060214371,0
P36542,ATP5C1,Homo sapiens (Human),0,0.141091693,0.670166712,1,0.58911852,0.043136139
P36543,ATP6V1E1,Homo sapiens (Human),0.453775514,1,0.498297303,0.16282847,0.126912914,0
P36551,CPOX,Homo sapiens (Human),0.049441753,0.195964084,0.796352861,1,0.544914589,0
P36578,RPL4,Homo sapiens (Human),0.497937844,0.838342545,1,0.582120884,0.353198391,0
P36776,LONP1,Homo sapiens (Human),0.016837654,0.153548766,0.712494224,1,0.455354941,0
P36871,PGM1,Homo sapiens (Human),0.716618107,1,0.24411268,0.085067712,0.060985632,0
P36941,LTBR,Homo sapiens (Human),0.705383207,1,0.546259893,0.19739413,0.101828202,0
P36957,DLST,Homo sapiens (Human),0,0.143612572,0.746181227,1,0.508058528,0.008999321
P36969,GPX4,Homo sapiens (Human),0.673403306,1,0.407540688,0.16509658,0.156289408,0
P37059,HSD17B2,Homo sapiens (Human),0.40383429,1,0.960810178,0.440086674,0.262660607,0
P37108,SRP14,Homo sapiens (Human),0.58254036,1,0.996977042,0.445651574,0.362961552,0
P37173,TGFBR2,Homo sapiens (Human),0.67362968,1,0.475826197,0.188454468,0.129782177,0
P37235,HPCAL1,Homo sapiens (Human),0.695181022,1,0.29527835,0.092887384,0.077519851,0
P37268,FDFT1,Homo sapiens (Human),0.507492554,1,0.822147475,0.400837679,0.338636775,0
P37802,TAGLN2,Homo sapiens (Human),0.849643956,1,0.242722495,0.098338445,0.065170774,0
P37837,TALDO1,Homo sapiens (Human),0.739048564,1,0.28570278,0.12745254,0.031771701,0
P38117,ETFB,Homo sapiens (Human),0.038742656,0.1772666,0.816664342,1,0.607479394,0
P38435,GGCX,Homo sapiens (Human),0.143364366,0.596915405,1,0.395215808,0.288116303,0
P38571,LIPA,Homo sapiens (Human),0.225702712,1,0.777953621,0.219588289,0.116314877,0
P38606,ATP6V1A,Homo sapiens (Human),0.493309202,1,0.490632036,0.149247088,0.078250496,0
P38646,HSPA9,Homo sapiens (Human),0,0.134620742,0.730011267,1,0.534302211,0.006284564
P39019,RPS19,Homo sapiens (Human),0.75200932,1,0.4402342,0.200390102,0.117489397,0
P39023,RPL3,Homo sapiens (Human),0.423455364,0.794924042,1,0.658400533,0.42524617,0
P39060,COL18A1,Homo sapiens (Human),0.134723116,0.577869474,1,0.400779058,0.321651773,0
P39656,DDOST,Homo sapiens (Human),0.079664034,0.592973414,1,0.496731539,0.341671033,0
P40123,CAP2,Homo sapiens (Human),0.90193843,1,0.310469749,0.149742867,0.111013229,0
P40189,IL6ST,Homo sapiens (Human),0.491134707,1,0.599034282,0.193841336,0.116823882,0
P40222,TXLNA,Homo sapiens (Human),0.794641493,1,0.566519531,0.228864933,0.146163777,0
P40227,CCT6A,Homo sapiens (Human),0.776496903,1,0.293948766,0.120688421,0.094872006,0
P40429,RPL13A,Homo sapiens (Human),0.366237914,0.700844239,1,0.511566406,0.302420033,0
P40616,ARL1,Homo sapiens (Human),0.643846555,1,0.444037711,0.180485659,0.099431771,0
P40925,MDH1,Homo sapiens (Human),0.663975014,1,0.36866248,0.267907139,0.193154134,0
P40926,MDH2,Homo sapiens (Human),0,0.113663363,0.715512491,1,0.527038903,0.010783036
P40939,HADHA,Homo sapiens (Human),0,0.110924494,0.73059303,1,0.53487525,0.034458521
P41221,WNT5A,Homo sapiens (Human),0.393858125,1,0.864398136,0.341575207,0.291369451,0
P41250,GARS,Homo sapiens (Human),0.699413441,1,0.734139813,0.778712336,0.462580045,0
P41252,IARS,Homo sapiens (Human),0.583832436,1,0.603225045,0.247265148,0.113363352,0
P42126,ECI1,Homo sapiens (Human),0.043956067,0.18918588,0.804952167,1,0.588856537,0
P42224,STAT1,Homo sapiens (Human),0.780203333,1,0.440564958,0.224859945,0.1593922,0
P42356,PI4KA,Homo sapiens (Human),1,0.980331095,0.376207258,0.170334685,0.096395405,0
P42677,RPS27,Homo sapiens (Human),0.716370533,1,0.853214539,0.452696789,0.178241972,0
P42704,LRPPRC,Homo sapiens (Human),0,0.131008169,0.722159551,1,0.603859738,0.00693235
P42765,ACAA2,Homo sapiens (Human),0,0.138410066,0.754563783,1,0.549820999,0.014117426
P42766,RPL35,Homo sapiens (Human),0.64478278,1,0.991659673,0.544120463,0.489148609,0
P42785,PRCP,Homo sapiens (Human),0.286949907,1,0.839184973,0.306263546,0.171656588,0
P42892,ECE1,Homo sapiens (Human),0.649001319,1,0.473886514,0.166247509,0.104784875,0
P43007,SLC1A4,Homo sapiens (Human),0.883305044,1,0.644946813,0.365488106,0.127255259,0
P43034,PAFAH1B1,Homo sapiens (Human),0.677961599,1,0.361122457,0.188811036,0.118658488,0
P43121,MCAM,Homo sapiens (Human),1,0.923436592,0.487044872,0.208788871,0.152599649,0
P43155,CRAT,Homo sapiens (Human),0.082391967,0.223151103,0.857567942,1,0.604222997,0
P43304,GPD2,Homo sapiens (Human),0,0.148956531,0.698763923,1,0.67856299,0.054384463
P43307,SSR1,Homo sapiens (Human),0.046990581,0.463917081,1,0.440695866,0.413294519,0
P43487,RANBP1,Homo sapiens (Human),0.821328027,1,0.265411258,0.105927589,0.056475168,0
P43686,PSMC4,Homo sapiens (Human),0.753012365,1,0.491555638,0.248123153,0.126070153,0
P43897,TSFM,Homo sapiens (Human),0.022555195,0.097121027,0.712745997,1,0.460716073,0
P45877,PPIC,Homo sapiens (Human),0.058034127,0.641870438,1,0.313967459,0.194163589,0
P45880,#N/A,#N/A,0.013385513,0.176799593,0.759013003,1,0.326307929,0
P45880-2,#N/A,#N/A,0.140925269,0.457303763,0.901544033,1,0.493779013,0
P45954,ACADSB,Homo sapiens (Human),0.078774099,0.315237253,0.926090381,1,0.659731143,0
P45974,USP5,Homo sapiens (Human),0.741788418,1,0.278771953,0.104008351,0.101163198,0
P46060,RANGAP1,Homo sapiens (Human),0.867806752,1,0.378891051,0.188375324,0.137997659,0
P46108,CRK,Homo sapiens (Human),0.694281109,1,0.272908263,0.113257387,0.029078737,0
P46109,CRKL,Homo sapiens (Human),0.69454612,1,0.276185465,0.111231568,0.029830032,0
P46459,NSF,Homo sapiens (Human),0.637065743,1,0.406375767,0.12954104,0.092758056,0
P46777,RPL5,Homo sapiens (Human),0.752739147,1,0.945204733,0.369272587,0.253077487,0
P46778,RPL21,Homo sapiens (Human),0.558356635,0.866669445,1,0.509324608,0.455246008,0
P46779,RPL28,Homo sapiens (Human),0.752764294,0.988952657,1,0.616912517,0.39668712,0
P46781,RPS9,Homo sapiens (Human),0.652760062,1,0.639020892,0.34991466,0.265798933,0
P46782,RPS5,Homo sapiens (Human),0.676184226,1,0.57811057,0.292952637,0.212225441,0
P46783,RPS10,Homo sapiens (Human),0.765575178,1,0.671367897,0.341655379,0.122171679,0
P46821,MAP1B,Homo sapiens (Human),0.89396457,1,0.526251638,0.251694103,0.119896133,0
P46937,YAP1,Homo sapiens (Human),0.769006963,1,0.461590422,0.147483187,0.06231453,0
P46939,UTRN,Homo sapiens (Human),1,0.889233287,0.710679835,0.268221474,0.150755938,0
P46940,IQGAP1,Homo sapiens (Human),1,0.80829862,0.387311737,0.175033945,0.091326198,0
P46976,GYG1,Homo sapiens (Human),0.245914281,0.881465443,0.262256856,0.019619892,1,0
P46977,STT3A,Homo sapiens (Human),0.067234989,0.472313571,1,0.444972655,0.223490198,0
P47755,CAPZA2,Homo sapiens (Human),0.714462258,1,0.446498417,0.157841354,0.101464317,0
P47756,CAPZB,Homo sapiens (Human),0.832616175,1,0.416181475,0.196880455,0.111365269,0
P47985,UQCRFS1,Homo sapiens (Human),0,0.171798408,0.701328228,1,0.781229036,0.057356179
P48047,ATP5O,Homo sapiens (Human),0,0.121439951,0.723175005,1,0.639885841,0.051258396
P48059,LIMS1,Homo sapiens (Human),1,0.900725063,0.446503372,0.224693707,0.138789374,0
P48426,PIP4K2A,Homo sapiens (Human),0.962373441,1,0.510260284,0.206817886,0.112564707,0
P48444,ARCN1,Homo sapiens (Human),0.731147758,1,0.352227247,0.221108591,0.130719733,0
P48449,LSS,Homo sapiens (Human),0.377168627,1,0.879270667,0.435739795,0.34370032,0
P48509,CD151,Homo sapiens (Human),0.82029855,1,0.439457952,0.14866015,0.129374674,0
P48556,PSMD8,Homo sapiens (Human),0.788509283,1,0.424149155,0.16638127,0.257656143,0
P48637,GSS,Homo sapiens (Human),0.669041219,1,0.28682951,0.149469653,0.067277721,0
P48643,CCT5,Homo sapiens (Human),0.81957174,1,0.325503617,0.127459299,0.100085021,0
P48651,PTDSS1,Homo sapiens (Human),0.175708028,0.765202697,1,0.498221853,0.513405458,0
P48723,HSPA13,Homo sapiens (Human),0.181908472,1,0.965625864,0.358673227,0.22318189,0
P48735,IDH2,Homo sapiens (Human),0.007007502,0.12478517,0.78059246,1,0.540436196,0
P48739,PITPNB,Homo sapiens (Human),0.735037642,1,0.446970087,0.194810875,0.164160385,0
P48960,CD97,Homo sapiens (Human),0.844296871,1,0.570204923,0.194307427,0.124936422,0
P49006,MARCKSL1,Homo sapiens (Human),1,0.854209632,0.36547814,0.178454997,0.071085354,0
P49023,PXN,Homo sapiens (Human),0.856898839,1,0.419889616,0.194588098,0.09889437,0
P49189,ALDH9A1,Homo sapiens (Human),0.176342426,0.382183958,0.776572568,1,0.608590094,0
P49207,RPL34,Homo sapiens (Human),0.433416106,0.780012044,1,0.564584917,0.355844046,0
P49257,LMAN1,Homo sapiens (Human),0.193641739,1,0.874668958,0.32022374,0.187041336,0
P49327,FASN,Homo sapiens (Human),0.842032841,1,0.338142325,0.204349811,0.149780656,0
P49354,FNTA,Homo sapiens (Human),0.978943983,1,0.276788973,0.062960492,0.034250769,0
P49368,CCT3,Homo sapiens (Human),0.804792197,1,0.322523954,0.150188384,0.106343104,0
P49406,MRPL19,Homo sapiens (Human),0,0.130130468,0.650311595,1,0.588648341,0.019934623
P49411,TUFM,Homo sapiens (Human),0.011891192,0.136410688,0.756851336,1,0.604066261,0
P49419,ALDH7A1,Homo sapiens (Human),0.042790887,0.195664488,0.755248276,1,0.495036095,0
P49458,SRP9,Homo sapiens (Human),0.678917878,0.98909721,1,0.46382035,0.330144295,0
P49588,AARS,Homo sapiens (Human),0.75880073,1,0.349089979,0.137140597,0.100011172,0
P49589,CARS,Homo sapiens (Human),0.704927499,1,0.426532937,0.257872874,0.157268056,0
P49590,HARS2,Homo sapiens (Human),0,0.122281495,0.72911599,1,0.605080392,0.008066627
P49591,SARS,Homo sapiens (Human),0.801306637,1,0.395223929,0.159287506,0.115971337,0
P49720,PSMB3,Homo sapiens (Human),0.777299374,1,0.573638614,0.308128397,0.143497197,0
P49721,PSMB2,Homo sapiens (Human),0.755983553,1,0.432764638,0.210957184,0.123171746,0
P49757,NUMB,Homo sapiens (Human),0.73836108,1,0.599738572,0.235225278,0.156273673,0
P49768,PSEN1,Homo sapiens (Human),0.711761182,1,0.59795972,0.298896675,0.170355754,0
P49773,HINT1,Homo sapiens (Human),0.665448806,1,0.279881943,0.11118554,0.056232518,0
P49795,RGS19,Homo sapiens (Human),0.875389515,1,0.464938077,0.198606594,0.168730514,0
P49821,NDUFV1,Homo sapiens (Human),0,0.121529855,0.70955413,1,0.59084262,0.048711609
P49902,NT5C2,Homo sapiens (Human),0.971412154,1,0.315634359,0.15209434,0.080033003,0
P50148,GNAQ,Homo sapiens (Human),1,0.842389835,0.429435975,0.164749406,0.092373461,0
P50213,IDH3A,Homo sapiens (Human),0,0.123601914,0.737067169,1,0.580156316,0.003457637
P50281,MMP14,Homo sapiens (Human),0.553857766,1,0.516179141,0.17277039,0.130643503,0
P50395,GDI2,Homo sapiens (Human),0.716206537,1,0.273679381,0.108066779,0.059866743,0
P50402,EMD,Homo sapiens (Human),0.54444096,1,0.788627694,0.418337119,0.346618893,0
P50416,CPT1A,Homo sapiens (Human),0.130275714,0.550815355,1,0.978650193,0.676349645,0
P50454,SERPINH1,Homo sapiens (Human),0.097250846,0.553947649,1,0.392952397,0.245129547,0
P50479,PDLIM4,Homo sapiens (Human),0.909586033,1,0.623889715,0.337038846,0.281502155,0
P50502,ST13,Homo sapiens (Human),0.870811903,1,0.323209453,0.119295805,0.09463288,0
P50552,VASP,Homo sapiens (Human),1,0.867978067,0.407325277,0.171117016,0.121447402,0
P50570,DNM2,Homo sapiens (Human),0.970558901,1,0.448917425,0.191605076,0.158234706,0
P50897,PPT1,Homo sapiens (Human),0.227738841,1,0.940970588,0.283158748,0.138431534,0
P50914,RPL14,Homo sapiens (Human),0.329906755,0.616460027,1,0.483868204,0.482156252,0
P50990,CCT8,Homo sapiens (Human),0.810983714,1,0.322273086,0.128447882,0.091914625,0
P50991,CCT4,Homo sapiens (Human),0.742945365,1,0.301330754,0.117183746,0.111212658,0
