Table S2I. Relative protein abundance across organelle fractions collected by density gradient separation and quantified using TMT. Samples are mock infected cells at 96hpi.,,,,,,,,
,,,Organelle fraction,,,,,
P07195,LDHB,Homo sapiens (Human),1,0.607457053,0.23720391,0.399730294,0.243686538,0
P07203,GPX1,Homo sapiens (Human),0.199860758,0.190420577,0.317437777,1,0.2397906,0
P07237,P4HB,Homo sapiens (Human),0.515132504,1,0.589129127,0.418207884,0.122522442,0
P07339,CTSD,Homo sapiens (Human),0.328664109,1,0.860911767,0.748009698,0.265887691,0
P07355,ANXA2,Homo sapiens (Human),1,0.375439577,0.088880166,0.058505402,0.020394509,0
P07384,CAPN1,Homo sapiens (Human),1,0.731079181,0.156362849,0.185301045,0.058917431,0
P07437,TUBB,Homo sapiens (Human),1,0.417830623,0.09140059,0.10190904,0.054545205,0
P07585,DCN,Homo sapiens (Human),0.482911422,1,0.532231303,0.217684131,0.080267954,0
P07602,PSAP,Homo sapiens (Human),0.219567967,0.29659312,1,0.642381445,0.252106899,0
P07686,HEXB,Homo sapiens (Human),0.321577092,1,0.814860883,0.875378754,0.28029484,0
P07711,CTSL,Homo sapiens (Human),0.317286501,0.690931694,0.798949051,1,0.253485184,0
P07737,PFN1,Homo sapiens (Human),1,0.596494307,0.146053719,0.114122679,0.05439967,0
P07741,APRT,Homo sapiens (Human),1,0.654563965,0.121132785,0.187643627,0.105754557,0
P07858,CTSB,Homo sapiens (Human),0.419590126,1,0.877640608,0.896111595,0.292743865,0
P07900,HSP90AA1,Homo sapiens (Human),1,0.51012783,0.11770231,0.11763811,0.054317887,0
P07919,UQCRH,Homo sapiens (Human),0.036301107,0.06925178,0.220074145,1,0.221904743,0
P07942,LAMB1,Homo sapiens (Human),0.440211373,1,0.722230049,0.569976176,0.156082738,0
P07947,YES1,Homo sapiens (Human),1,0.425408102,0.112658452,0.102911464,0.032685925,0
P07954,FH,Homo sapiens (Human),0.00326456,0.048912464,0.229299552,1,0.198167481,0
P07996,THBS1,Homo sapiens (Human),0.400870108,1,0.993894509,0.472628083,0.164846443,0
P08107,HSPA1A,Homo sapiens (Human),1,0.517586376,0.202911029,0.178867516,0.09269152,0
P08123,COL1A2,Homo sapiens (Human),0.353997772,1,0.547477182,0.38618759,0.103995291,0
P08133,ANXA6,Homo sapiens (Human),1,0.705672061,0.164899028,0.121024199,0.058942123,0
P08134,RHOC,Homo sapiens (Human),1,0.541658853,0.189753926,0.103617985,0.07341126,0
P08172,CHRM2,Homo sapiens (Human),1,0.479489313,0.142149461,0.069751937,0.031239297,0
P08174,CD55,Homo sapiens (Human),1,0.391545906,0.220937615,0.222439915,0.073757216,0
P08195,SLC3A2,Homo sapiens (Human),1,0.620625668,0.230058674,0.18224828,0.05883108,0
P08236,GUSB,Homo sapiens (Human),0.277819979,1,0.701725975,0.844409514,0.236597674,0
P08238,HSP90AB1,Homo sapiens (Human),1,0.493928138,0.108658614,0.127514733,0.056508567,0
P08253,MMP2,Homo sapiens (Human),0.419192459,1,0.522416989,0.275418609,0.09735954,0
P08473,MME,Homo sapiens (Human),1,0.510246262,0.227975727,0.115284865,0.048105702,0
P08559,PDHA1,Homo sapiens (Human),0,0.060793887,0.214725829,1,0.211164357,0.019802423
P08572,COL4A2,Homo sapiens (Human),0.391199467,0.666420779,0.601668811,1,0.299118779,0
P08574,CYC1,Homo sapiens (Human),0.047520672,0.079230504,0.223506204,1,0.229688697,0
P08648,ITGA5,Homo sapiens (Human),1,0.451766016,0.271891996,0.130622129,0.044990202,0
P08670,VIM,Homo sapiens (Human),1,0.367723251,0.115294108,0.122030785,0.050451509,0
P08754,GNAI3,Homo sapiens (Human),1,0.408543677,0.133775364,0.096160852,0.0064072,0
P08758,ANXA5,Homo sapiens (Human),1,0.741348823,0.1766719,0.141092974,0.060115668,0
P08865,RPSA,Homo sapiens (Human),1,0.653481967,0.186591391,0.274024045,0.089292648,0
P08962,CD63,Homo sapiens (Human),0.711780079,1,0.399060316,0.24967858,0.105698567,0
P09001,MRPL3,Homo sapiens (Human),0.046554604,0.120685272,0.260847939,1,0.217504004,0
P09110,ACAA1,Homo sapiens (Human),0.083486931,0.11672894,0.297230184,1,0.7093409,0
P09211,GSTP1,Homo sapiens (Human),1,0.878962078,0.178062986,0.154871821,0.080014429,0
P09486,SPARC,Homo sapiens (Human),0.555020671,1,0.672220638,0.361009975,0.130985367,0
P09493-5,TPM1,Homo sapiens (Human),1,0.430903681,0.158064038,0.159729687,0.038994109,0
P09496,CLTA,Homo sapiens (Human),1,0.430215037,0.216831941,0.172185604,0.066238506,0
P09497,CLTB,Homo sapiens (Human),1,0.41019168,0.23909661,0.18821452,0.075345346,0
P09525,ANXA4,Homo sapiens (Human),1,0.913670531,0.16093279,0.157434535,0.045287125,0
P09543,CNP,Homo sapiens (Human),1,0.541052065,0.192862927,0.318146539,0.08145766,0
P09601,HMOX1,Homo sapiens (Human),1,0.794779928,0.346496294,0.390989571,0.136076289,0
P09619,PDGFRB,Homo sapiens (Human),1,0.576543105,0.210289456,0.182815305,0.057851492,0
P09622,DLD,Homo sapiens (Human),0,0.065037954,0.270820044,1,0.226360611,0.029389722
P09651,HNRNPA1,Homo sapiens (Human),0.713075732,0.960645496,0.430838612,1,0.80113466,0
P09669,COX6C,Homo sapiens (Human),0.010614126,0.075138463,0.194273943,1,0.226327494,0
P09871,C1S,Homo sapiens (Human),0.386026369,1,0.443545457,0.369483381,0.115658873,0
P09936,UCHL1,Homo sapiens (Human),1,0.621128292,0.16133091,0.119711262,0.061407002,0
P10109,FDX1,Homo sapiens (Human),0.115527402,0.130293663,0.248128483,1,0.185859726,0
P10176,COX8A,Homo sapiens (Human),0.344745688,0.212827157,0.274921799,1,0.280203973,0
P10253,GAA,Homo sapiens (Human),0.290002703,1,0.648166705,0.883706356,0.263398114,0
P10301,RRAS,Homo sapiens (Human),1,0.430935485,0.149357321,0.094738077,0.039699056,0
P10515,DLAT,Homo sapiens (Human),0.018578226,0.066331001,0.191873598,1,0.196337153,0
P10599,TXN,Homo sapiens (Human),1,0.728333586,0.210962491,0.136658721,0.084081504,0
P10606,COX5B,Homo sapiens (Human),0.004920184,0.085125672,0.23493746,1,0.250965651,0
P10619,CTSA,Homo sapiens (Human),0.340194876,0.876900831,1,0.97002091,0.393913785,0
P10620,MGST1,Homo sapiens (Human),0.730989291,0.814834995,0.672443133,1,0.237981069,0
P10644,PRKAR1A,Homo sapiens (Human),1,0.40911578,0.137393507,0.123557871,0.04924427,0
P10768,ESD,Homo sapiens (Human),1,0.67722748,0.18282648,0.156267467,0.067996446,0
P10809,HSPD1,Homo sapiens (Human),0,0.06769297,0.251864553,1,0.214415503,0.013425585
P10909,CLU,Homo sapiens (Human),0.44713544,1,0.349921214,0.270932247,0.078261284,0
P11021,HSPA5,Homo sapiens (Human),0.488738696,1,0.572115447,0.437921404,0.121038349,0
P11047,LAMC1,Homo sapiens (Human),0.606372247,1,0.770873772,0.559149736,0.171073138,0
P11117,ACP2,Homo sapiens (Human),0.520760885,1,0.642409411,0.551153572,0.229487463,0
P11142,HSPA8,Homo sapiens (Human),1,0.507147936,0.267055563,0.294165347,0.147090154,0
P11166,SLC2A1,Homo sapiens (Human),1,0.933351205,0.337227878,0.160805451,0.064852005,0
P11169,SLC2A3,Homo sapiens (Human),1,0.843025067,0.317731512,0.170900547,0.069556673,0
P11177,PDHB,Homo sapiens (Human),0,0.056263234,0.264772067,1,0.225153905,0.009824499
P11182,DBT,Homo sapiens (Human),0.008981526,0.062097807,0.208095242,1,0.216570065,0
P11216,PYGB,Homo sapiens (Human),1,0.766282631,0.229791976,0.294826341,0.180329929,0
P11233,RALA,Homo sapiens (Human),1,0.405310066,0.204576912,0.100312237,0.038283707,0
P11234,RALB,Homo sapiens (Human),1,0.470701703,0.156604698,0.098346504,0.03590705,0
P11279,LAMP1,Homo sapiens (Human),0.783241788,1,0.545860168,0.357993642,0.159701415,0
P11310,ACADM,Homo sapiens (Human),0.047889683,0.094204517,0.254746308,1,0.186449797,0
P11413,G6PD,Homo sapiens (Human),1,0.709626138,0.232992693,0.58715598,0.404006429,0
P11498,PC,Homo sapiens (Human),0.370292089,0.307969378,0.310863166,1,0.23783936,0
P11586,MTHFD1,Homo sapiens (Human),1,0.488800727,0.251750869,0.183686964,0.080214835,0
P11717,IGF2R,Homo sapiens (Human),0.553904872,1,0.501595815,0.226025463,0.07688703,0
P11766,ADH5,Homo sapiens (Human),1,0.707733091,0.168667564,0.288157865,0.081640595,0
P11940,PABPC1,Homo sapiens (Human),1,0.497396709,0.181676964,0.219902631,0.115171887,0
P12109,COL6A1,Homo sapiens (Human),0.445840708,1,0.724818594,0.707006026,0.206017923,0
P12110,COL6A2,Homo sapiens (Human),0.346758822,1,0.622149603,0.529326241,0.148296336,0
P12111,COL6A3,Homo sapiens (Human),0.417830367,1,0.677210689,0.576892075,0.204507175,0
P12268,IMPDH2,Homo sapiens (Human),1,0.544185622,0.217422709,0.181292859,0.090888959,0
P12694,BCKDHA,Homo sapiens (Human),0.029875169,0.068572258,0.20993425,1,0.190274368,0
P12814-3,ACTN1,Homo sapiens (Human),1,0.381844413,0.101964716,0.116654262,0.052339863,0
P12956,XRCC6,Homo sapiens (Human),1,0.587219593,0.593716118,0.470399657,0.282320964,0
P13073,COX4I1,Homo sapiens (Human),0,0.073708573,0.213589347,1,0.235629761,0.010662555
P13473,LAMP2,Homo sapiens (Human),0.583254499,1,0.587575823,0.298428583,0.146097119,0
P13489,RNH1,Homo sapiens (Human),1,0.566747566,0.123314841,0.133508503,0.067376345,0
P13639,EEF2,Homo sapiens (Human),1,0.554690802,0.153900185,0.145518986,0.067542314,0
P13667,PDIA4,Homo sapiens (Human),0.496893527,1,0.607230388,0.453878455,0.130311517,0
P13674-2,#N/A,#N/A,0.393309165,1,0.60976971,0.455168037,0.128754409,0
P13693,TPT1,Homo sapiens (Human),1,0.490833573,0.166438428,0.137706006,0.054730004,0
P13726,F3,Homo sapiens (Human),1,0.378047345,0.202659252,0.119986448,0.02480617,0
P13747,HLA-E,Homo sapiens (Human),1,0.81840858,0.429012916,0.310701648,0.128107549,0
P13797,PLS3,Homo sapiens (Human),1,0.521204347,0.149283096,0.103635175,0.048517793,0
P13861,PRKAR2A,Homo sapiens (Human),1,0.366644967,0.141654285,0.121473541,0.058054142,0
P13987,CD59,Homo sapiens (Human),1,0.366823393,0.24039203,0.107780915,0.040549672,0
P13995,MTHFD2,Homo sapiens (Human),0.095889882,0.117880251,0.196944117,1,0.195423459,0
P14210,HGF,Homo sapiens (Human),0.577743497,1,0.555990977,0.393826444,0.128832811,0
P14314,PRKCSH,Homo sapiens (Human),0.604516471,1,0.498326688,0.36302936,0.095511442,0
P14384,CPM,Homo sapiens (Human),1,0.536106732,0.175948939,0.179901086,0.048399812,0
P14406,COX7A2,Homo sapiens (Human),0,0.076154453,0.233053458,1,0.296425872,0.048927825
P14618,#N/A,#N/A,1,0.602460598,0.070558224,0.07854712,0.039545573,0
P14618-2,#N/A,#N/A,1,0.727972713,0.14720185,0.147185482,0.062281645,0
P14625,HSP90B1,Homo sapiens (Human),0.484429287,1,0.599825349,0.450023459,0.125970914,0
P14854,COX6B1,Homo sapiens (Human),0,0.056345242,0.188675013,1,0.225146192,0.006004592
P14868,DARS,Homo sapiens (Human),1,0.583130604,0.178093397,0.232412708,0.103552326,0
P14923,JUP,Homo sapiens (Human),1,0.379648926,0.142464665,0.086585193,0.03404053,0
P14927,UQCRB,Homo sapiens (Human),0,0.069013166,0.263266134,1,0.293356316,0.047825142
P15121,AKR1B1,Homo sapiens (Human),1,0.822926602,0.334295673,0.674918934,0.239010209,0
P15144,ANPEP,Homo sapiens (Human),1,0.500272026,0.226529324,0.127538304,0.044208625,0
P15151,PVR,Homo sapiens (Human),1,0.449691446,0.122303978,0.125515018,0.067078513,0
P15289,ARSA,Homo sapiens (Human),0.282094213,1,0.625114808,0.878296403,0.238177843,0
P15529,CD46,Homo sapiens (Human),1,0.715660637,0.22135615,0.178308932,0.076193702,0
P15531,NME1,Homo sapiens (Human),1,0.662667951,0.214294566,0.453625212,0.17720362,0
P15559,NQO1,Homo sapiens (Human),1,0.617894659,0.206143134,0.598714873,0.151477738,0
P15586,GNS,Homo sapiens (Human),0.296412842,1,0.577284377,0.524212976,0.173507439,0
P15848,ARSB,Homo sapiens (Human),0.416581235,1,0.725317699,0.845261788,0.261935566,0
P15880,RPS2,Homo sapiens (Human),1,0.475089946,0.199513369,0.208133775,0.109218582,0
P15954,COX7C,Homo sapiens (Human),0,0.036200382,0.327992175,1,0.269330054,0.025673205
P16035,TIMP2,Homo sapiens (Human),0.568501245,1,0.485834506,0.2473471,0.092744304,0
P16070,CD44,Homo sapiens (Human),1,0.356836961,0.109229654,0.045822058,0.026106851,0
P16234,PDGFRA,Homo sapiens (Human),1,0.67157975,0.236317349,0.141647281,0.057371424,0
P16278,GLB1,Homo sapiens (Human),0.31580451,0.969629383,0.685705461,1,0.290885964,0
P16435,POR,Homo sapiens (Human),0.946956231,1,0.385746322,0.347345768,0.102037235,0
P16615,ATP2A2,Homo sapiens (Human),1,0.999877493,0.493216997,0.375517105,0.120188897,0
P17050,NAGA,Homo sapiens (Human),0.253472659,0.878562654,0.912018907,1,0.300003034,0
P17066,HSPA6,Homo sapiens (Human),0.627433463,1,0.489388279,0.483981279,0.161003947,0
P17152,TMEM11,Homo sapiens (Human),0.004310509,0.096668098,0.261101192,1,0.223865317,0
P17301,ITGA2,Homo sapiens (Human),1,0.496942053,0.210447321,0.138735244,0.04769689,0
P17405,SMPD1,Homo sapiens (Human),0.373410534,0.801887052,0.844983445,1,0.375281041,0
P17568,NDUFB7,Homo sapiens (Human),0.01157698,0.02473361,0.253405622,1,0.199322296,0
P17612,PRKACA,Homo sapiens (Human),1,0.401590072,0.118379226,0.135965746,0.045586934,0
P17655,CAPN2,Homo sapiens (Human),1,0.546151027,0.135663784,0.144096623,0.069380606,0
P17693,HLA-G,Homo sapiens (Human),1,0.572608652,0.225044613,0.257488971,0.087839568,0
P17813,ENG,Homo sapiens (Human),1,0.481403164,0.168744069,0.116238645,0.04076625,0
P17900,GM2A,Homo sapiens (Human),0.384928261,1,0.756455783,0.638871325,0.235867428,0
P17980,PSMC3,Homo sapiens (Human),1,0.564770461,0.119937426,0.175323977,0.077379478,0
P17987,TCP1,Homo sapiens (Human),1,0.44773636,0.118717862,0.115716611,0.064814244,0
P18077,RPL35A,Homo sapiens (Human),0.991255371,1,0.660972618,0.337655364,0.159520992,0
P18084,ITGB5,Homo sapiens (Human),1,0.518037842,0.308051705,0.179629161,0.068431292,0
P18085,ARF4,Homo sapiens (Human),1,0.87476356,0.299971444,0.285788556,0.14555924,0
P18124,RPL7,Homo sapiens (Human),1,0.769304689,0.532475372,0.442480468,0.182694598,0
P18206,VCL,Homo sapiens (Human),1,0.484176168,0.120551367,0.098842021,0.040597116,0
P18433,PTPRA,Homo sapiens (Human),1,0.364123522,0.144873506,0.057368794,0.029785196,0
P18621,RPL17,Homo sapiens (Human),1,0.462675376,0.392294628,0.162981132,0.072402776,0
P18669,PGAM1,Homo sapiens (Human),1,0.546510428,0.123681922,0.100533044,0.048923843,0
P18859,ATP5J,Homo sapiens (Human),0,0.070604289,0.253856814,1,0.272659402,0.029042899
P19320,VCAM1,Homo sapiens (Human),1,0.472934566,0.200661596,0.123546478,0.039972719,0
P19338,NCL,Homo sapiens (Human),1,0.540436125,0.480454209,0.330954774,0.130513155,0
P19367,HK1,Homo sapiens (Human),0.274976052,0.277821189,0.173051653,1,0.386680929,0
P19404,NDUFV2,Homo sapiens (Human),0,0.066206988,0.362526881,1,0.295558624,0.045488231
P19623,SRM,Homo sapiens (Human),1,0.737327059,0.145698421,0.127927002,0.072416573,0
P20020,ATP2B1,Homo sapiens (Human),1,0.47990486,0.218096542,0.136813343,0.04988105,0
P20042,EIF2S2,Homo sapiens (Human),1,0.47940817,0.203795735,0.281488636,0.082702002,0
P20073,ANXA7,Homo sapiens (Human),1,0.857488092,0.233372656,0.333839932,0.140128534,0
P20338,RAB4A,Homo sapiens (Human),0.829773223,1,0.371699466,0.344153273,0.151601905,0
P20339,RAB5A,Homo sapiens (Human),0.86253005,1,0.322221551,0.659658888,0.123943119,0
P20340,RAB6A,Homo sapiens (Human),0.648934876,1,0.239475426,0.126615991,0.053715512,0
P20594,NPR2,Homo sapiens (Human),1,0.567693874,0.238914226,0.294859293,0.075706882,0
P20618,PSMB1,Homo sapiens (Human),1,0.768245436,0.228642464,0.311467601,0.109970303,0
P20645,M6PR,Homo sapiens (Human),0.563091086,1,0.343340735,0.110165012,0.036971378,0
P20674,COX5A,Homo sapiens (Human),0,0.071427834,0.205145118,1,0.223942445,0.010226294
P20908,COL5A1,Homo sapiens (Human),0.406590938,1,0.936935616,0.647694363,0.21860908,0
P20933,AGA,Homo sapiens (Human),0.532433103,0.870166748,1,0.775512336,0.31445315,0
P21266,GSTM3,Homo sapiens (Human),1,0.710632449,0.185630384,0.150692182,0.081051057,0
P21281,ATP6V1B2,Homo sapiens (Human),0.986575275,1,0.422013931,0.264570685,0.134762328,0
P21283,ATP6V1C1,Homo sapiens (Human),0.896386664,1,0.49002464,0.275460433,0.081112956,0
P21291,CSRP1,Homo sapiens (Human),1,0.282458877,0.082514366,0.04590723,0.015250872,0
P21333,FLNA,Homo sapiens (Human),1,0.314902049,0.171594205,0.14062109,0.049413633,0
P21399,ACO1,Homo sapiens (Human),1,0.657005204,0.112911839,0.163038463,0.068943097,0
P21589,NT5E,Homo sapiens (Human),1,0.410878998,0.167322071,0.10265654,0.030696514,0
P21796,VDAC1,Homo sapiens (Human),0.003501151,0.157043126,0.317475127,1,0.281692719,0
P21912,SDHB,Homo sapiens (Human),0.000216127,0.07469641,0.244635075,1,0.227626926,0
P21926,CD9,Homo sapiens (Human),1,0.432661189,0.191187911,0.077739921,0.031616201,0
P21964,COMT,Homo sapiens (Human),0.884301799,1,0.466940848,0.394755276,0.122886948,0
P21980,TGM2,Homo sapiens (Human),1,0.602721584,0.158781734,0.230504156,0.097251906,0
P22033,MUT,Homo sapiens (Human),0.012194552,0.03934049,0.256247325,1,0.206550436,0
P22061,PCMT1,Homo sapiens (Human),0.729429798,0.645169399,0.408010041,1,0.221382288,0
P22307,SCP2,Homo sapiens (Human),0.062006831,0.098453114,0.325877664,1,0.871401784,0
P22314,UBA1,Homo sapiens (Human),1,0.62577414,0.176126806,0.211860277,0.093848161,0
P22392,NME2,Homo sapiens (Human),1,0.581072446,0.300604277,0.73762326,0.181971239,0
P22626,HNRNPA2B1,Homo sapiens (Human),0.526561523,0.328570413,0.178981147,0.613363636,1,0
P22692,IGFBP4,Homo sapiens (Human),0.505980026,1,0.329481756,0.361614509,0.070722385,0
P22695,UQCRC2,Homo sapiens (Human),0,0.051163788,0.199886587,1,0.246178859,0.001162839
P22830,FECH,Homo sapiens (Human),0.010951554,0.059014489,0.226674928,1,0.237139048,0
P23142,FBLN1,Homo sapiens (Human),0.328942293,0.81658151,0.530279041,1,0.288152336,0
P23219,PTGS1,Homo sapiens (Human),0.759205008,1,0.431484769,0.456777136,0.135710802,0
P23284,PPIB,Homo sapiens (Human),0.508715434,1,0.547820314,0.398040139,0.117539641,0
P23368,ME2,Homo sapiens (Human),0.058933261,0.108117383,0.217207428,1,0.196247655,0
P23381,WARS,Homo sapiens (Human),1,0.459545108,0.175769485,0.115375758,0.044167745,0
P23396,RPS3,Homo sapiens (Human),1,0.708713093,0.247166157,0.275557341,0.123483815,0
P23434,GCSH,Homo sapiens (Human),0.03543879,0.051556886,0.266981612,1,0.206926846,0
P23458,JAK1,Homo sapiens (Human),1,0.548539437,0.201642773,0.104679009,0.032724142,0
P23510,TNFSF4,Homo sapiens (Human),1,0.514483204,0.147849512,0.0745734,0.026366326,0
P23526,AHCY,Homo sapiens (Human),1,0.549700296,0.106100207,0.074038593,0.041074076,0
P23528,CFL1,Homo sapiens (Human),1,0.339766237,0.156487472,0.098921043,0.03349731,0
P23634,ATP2B4,Homo sapiens (Human),1,0.436601445,0.196892987,0.121661094,0.044294485,0
P23786,CPT2,Homo sapiens (Human),0.013042884,0.060507416,0.212177731,1,0.216572622,0
P23919,DTYMK,Homo sapiens (Human),0.053527956,0.089752205,0.259304962,1,0.20925411,0
P24310,COX7A1,Homo sapiens (Human),0,0.053416693,0.219318163,1,0.271817063,0.011473512
P24311,COX7B,Homo sapiens (Human),0,0.071216915,0.262367847,1,0.275815806,0.025636347
P24390,KDELR1,Homo sapiens (Human),0.708985225,1,0.395398999,0.309303002,0.087756278,0
P24534,EEF1B2,Homo sapiens (Human),1,0.40882019,0.170177313,0.150113453,0.051401307,0
P24539,ATP5F1,Homo sapiens (Human),0,0.072747617,0.232795655,1,0.280367066,8.33E-05
P24557,TBXAS1,Homo sapiens (Human),1,0.902022287,0.419622223,0.665809571,0.154024043,0
P24593,IGFBP5,Homo sapiens (Human),0.600825441,1,0.291499428,0.153496975,0.276996423,0
P24844,MYL9,Homo sapiens (Human),1,0.451949281,0.329021268,0.216712245,0.077154195,0
P25325,MPST,Homo sapiens (Human),0.114860634,0.153020778,0.182379871,1,0.161750555,0
P25398,RPS12,Homo sapiens (Human),1,0.488413232,0.220336517,0.239955867,0.094273432,0
P25445,FAS,Homo sapiens (Human),1,0.43101693,0.229252283,0.11038507,0.039796864,0
P25705,ATP5A1,Homo sapiens (Human),0,0.07427735,0.265955443,1,0.243958737,0.02782345
P25786,PSMA1,Homo sapiens (Human),1,0.579012585,0.218294061,0.259526663,0.113449162,0
P25787,PSMA2,Homo sapiens (Human),1,0.71955352,0.18563046,0.197140874,0.09512175,0
P25788,PSMA3,Homo sapiens (Human),1,0.670013463,0.221916283,0.188121011,0.078145794,0
P25789,PSMA4,Homo sapiens (Human),1,0.650205648,0.182373815,0.164057034,0.076972975,0
P26006,ITGA3,Homo sapiens (Human),1,0.482566471,0.201610121,0.103490407,0.038642823,0
P26196,DDX6,Homo sapiens (Human),1,0.534527661,0.188326071,0.156830171,0.081965015,0
P26373,RPL13,Homo sapiens (Human),1,0.584897318,0.318720871,0.394617803,0.135210858,0
P26440,IVD,Homo sapiens (Human),0.017537519,0.057269523,0.238865565,1,0.200616526,0
P26641,EEF1G,Homo sapiens (Human),1,0.565056771,0.150247744,0.14461165,0.084099374,0
P26885,FKBP2,Homo sapiens (Human),0.485476331,1,0.37615695,0.35417048,0.086211746,0
P27105,STOM,Homo sapiens (Human),1,0.921229072,0.313593012,0.260980044,0.093461955,0
P27348,YWHAQ,Homo sapiens (Human),1,0.479930904,0.129830577,0.106576857,0.053478135,0
P27361,MAPK3,Homo sapiens (Human),1,0.530272592,0.081730052,0.075797512,0.042667843,0
P27487,DPP4,Homo sapiens (Human),1,0.66102818,0.262420733,0.184906227,0.06093426,0
P27635,RPL10,Homo sapiens (Human),1,0.557044712,0.349565333,0.223845364,0.109204781,0
P27658,COL8A1,Homo sapiens (Human),0.277482679,0.693770748,1,0.492802446,0.223908632,0
P27701,CD82,Homo sapiens (Human),1,0.897594847,0.309351252,0.218417926,0.089623238,0
P27797,CALR,Homo sapiens (Human),0.596941107,1,0.68649089,0.365482,0.112273387,0
P27816,MAP4,Homo sapiens (Human),1,0.322768897,0.111659869,0.061297279,0.038279848,0
P27824,CANX,Homo sapiens (Human),0.817080996,1,0.488008492,0.371722905,0.1227909,0
P28066,PSMA5,Homo sapiens (Human),1,0.780893915,0.236977985,0.22954415,0.092205391,0
P28070,PSMB4,Homo sapiens (Human),1,0.714055545,0.236896942,0.297694776,0.106946479,0
P28074,PSMB5,Homo sapiens (Human),1,0.581874971,0.203001646,0.196916795,0.074906444,0
P28288,ABCD3,Homo sapiens (Human),0.102033231,0.190973498,0.273595658,1,0.863215298,0
P28331,NDUFS1,Homo sapiens (Human),6.12E-05,0.050043309,0.184035537,1,0.227549106,0
P28482,MAPK1,Homo sapiens (Human),1,0.510625639,0.18286934,0.279707343,0.097105659,0
P28799,GRN,Homo sapiens (Human),0.136552962,0.234538811,1,0.817074199,0.278048856,0
P28827,PTPRM,Homo sapiens (Human),1,0.596321339,0.192397655,0.154984569,0.038533652,0
P28838,LAP3,Homo sapiens (Human),0.169617518,0.152070737,0.254209354,1,0.201801929,0
P29279,CTGF,Homo sapiens (Human),0.524156479,1,0.747626015,0.459993083,0.168279951,0
P29317,EPHA2,Homo sapiens (Human),1,0.446701997,0.190274065,0.128001594,0.045213741,0
P29323,EPHB2,Homo sapiens (Human),1,0.347574839,0.146097515,0.109290604,0.036657496,0
P29401,TKT,Homo sapiens (Human),1,0.562313441,0.160900033,0.114930416,0.052788803,0
P29692,EEF1D,Homo sapiens (Human),1,0.509696253,0.138491909,0.135742461,0.061721508,0
P29966,MARCKS,Homo sapiens (Human),1,0.403273128,0.108953166,0.050628929,0.017539036,0
P30038,ALDH4A1,Homo sapiens (Human),0.003418436,0.050607582,0.211278413,1,0.185426876,0
P30040,ERP29,Homo sapiens (Human),0.649223394,1,0.520724956,0.420369887,0.123610283,0
P30041,PRDX6,Homo sapiens (Human),1,0.638479848,0.15329702,0.117001121,0.060925461,0
P30042,C21orf33,Homo sapiens (Human),0.026497793,0.05986789,0.271465392,1,0.19847309,0
P30044,PRDX5,Homo sapiens (Human),0.037927284,0.067415243,0.261596381,1,0.231650107,0
P30048,PRDX3,Homo sapiens (Human),0.001497415,0.086186895,0.217139092,1,0.185290855,0
P30049,ATP5D,Homo sapiens (Human),0.00038006,0.069596896,0.253835623,1,0.240688843,0
P30050,RPL12,Homo sapiens (Human),1,0.840377939,0.631978934,0.639166539,0.206084146,0
P30084,ECHS1,Homo sapiens (Human),0.009438897,0.059469107,0.231566877,1,0.190218639,0
P30085,CMPK1,Homo sapiens (Human),1,0.619641889,0.289396995,0.526325659,0.203988776,0
P30086,PEBP1,Homo sapiens (Human),1,0.7328814,0.180119992,0.163002223,0.104040677,0
P30101,PDIA3,Homo sapiens (Human),0.578912271,1,0.477750375,0.415926408,0.120621202,0
P30153,PPP2R1A,Homo sapiens (Human),1,0.442146152,0.113506409,0.14225506,0.055793984,0
P30405,PPIF,Homo sapiens (Human),0,0.059602679,0.253412322,1,0.19301977,0.022921641
P30408,TM4SF1,Homo sapiens (Human),0.510642029,1,0.166388452,0.339202602,0.063448918,0
P30411,BDKRB2,Homo sapiens (Human),1,0.583339272,0.223573218,0.140787474,0.039765243,0
P30519,HMOX2,Homo sapiens (Human),1,0.892666857,0.302033223,0.314543597,0.094401944,0
P30533,LRPAP1,Homo sapiens (Human),0.572917371,1,0.495538467,0.38102998,0.10795026,0
P30536,TSPO,Homo sapiens (Human),0.168002821,0.29150471,0.338948528,1,0.233778682,0
P30837,ALDH1B1,Homo sapiens (Human),0,0.071260674,0.235209724,1,0.210371213,0.01589584
P31150,GDI1,Homo sapiens (Human),1,0.6113185,0.143067676,0.168432514,0.073211274,0
P31323,PRKAR2B,Homo sapiens (Human),1,0.364655361,0.087620052,0.08503043,0.033557915,0
P31930,UQCRC1,Homo sapiens (Human),0.00579376,0.089850872,0.174816868,1,0.209368433,0
P31939,ATIC,Homo sapiens (Human),1,0.689034275,0.164355775,0.212395051,0.09928373,0
P31946,YWHAB,Homo sapiens (Human),1,0.464578897,0.105269633,0.072779102,0.039432555,0
P31947,SFN,Homo sapiens (Human),1,0.416112295,0.138718703,0.124790289,0.055438887,0
P31948,STIP1,Homo sapiens (Human),1,0.501802648,0.106656493,0.102510099,0.042220943,0
P31949,S100A11,Homo sapiens (Human),1,0.771290235,0.148206643,0.133040216,0.059417524,0
P32119,PRDX2,Homo sapiens (Human),1,0.597565438,0.139191909,0.115823715,0.04557201,0
P32189,GK,Homo sapiens (Human),0.027975921,0.108466594,0.262597634,1,0.236086521,0
